song_name,artist,url,cluster
Somebody's Watching Me - Single Version,Rockwell,spotify:track:6A4Jc8npNo79BOgsrPptLA,3
Nothing's Gonna Stop Us Now,Starship,spotify:track:2vEQ9zBiwbAVXzS2SOxodY,0
How Will I Know,Whitney Houston,spotify:track:6mv30SInldy4Ijy1XZ9GdO,1
You Can Call Me Al,Paul Simon,spotify:track:6wLr2oR8eqUG5Beleh2Crm,9
Material Girl,Madonna,spotify:track:22sLuJYcvZOSoLLRYev1s5,9
Talking In Your Sleep (2023 Remaster),The Romantics,spotify:track:7fRvtXvJMpGfTLdF0M09a1,3
Working for the Weekend,Loverboy,spotify:track:0sgDEFq9oeC8ueOK0mR5IA,1
(I've Had) The Time of My Life,Bill Medley,spotify:track:5UqqOfFa9DYXALpCCF8VwB,3
(I've Had) The Time of My Life,Jennifer Warnes,spotify:track:5UqqOfFa9DYXALpCCF8VwB,3
Freeway of Love - Single Mix,Aretha Franklin,spotify:track:0RaY0juzXaCUDZ7SWGn85j,0
Rock the Casbah - Remastered,The Clash,spotify:track:56KqaFSGTb7ifpt16t5Y1N,3
Last Christmas,Wham!,spotify:track:0QPYn15U8IQHKcH2LDfrek,3
You Got It,Roy Orbison,spotify:track:0RteYQqW1AOq3JNL0yMWYt,9
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,spotify:track:15MJ5NThPjj6xhPcts8MiY,9
Walk Like an Egyptian,The Bangles,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,9
Walk This Way (feat. Aerosmith),Run–D.M.C.,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,9
Walk This Way (feat. Aerosmith),Aerosmith,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,9
Jump (For My Love),The Pointer Sisters,spotify:track:4k0bXm9Q4RaTuYi09i4lKK,3
It's Still Rock and Roll to Me,Billy Joel,spotify:track:7LbOQt7isddrw3Bs3Czl7E,9
Hungry Like the Wolf - 2009 Remaster,Duran Duran,spotify:track:39lSeqnyjZJejRuaREfyLL,9
Beds Are Burning - Remastered,Midnight Oil,spotify:track:6Nabz5Gsy80XL0MJoOmgF8,9
Ghostbusters,Ray Parker Jr.,spotify:track:6QGI6v91UlqSytTDVKZIUP,3
The Power Of Love,Huey Lewis & The News,spotify:track:2olVm1lHicpveMAo4AUDRB,9
I'm On Fire,Bruce Springsteen,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,2
I Want Candy,Bow Wow Wow,spotify:track:6J8IwGX3oHi7x9B57vmMMW,9
Oh Sherrie,Steve Perry,spotify:track:3wqoAzrr5htxSZ7KzxhLHg,0
Total Eclipse of the Heart,Bonnie Tyler,spotify:track:5prTs2HAw2G4idHZyeFp8o,0
Think I'm In Love,Eddie Money,spotify:track:6mJQe0vTIojlxwyMwwy6YR,9
Let's Dance - Single Version [Remastered],David Bowie,spotify:track:0F1O42piteiHP3dRvKUz6p,0
You Shook Me All Night Long,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,9
Shake Your Body (Down to the Ground) - Single Edit,The Jacksons,spotify:track:6lSVidZXCnOnYAWcgIqVDF,9
We Built This City,Starship,spotify:track:7aHRctaQ7vjxVTVmY8OhAA,0
Never Too Much,Luther Vandross,spotify:track:3nFJbZCHP4d9vduKjJLdBL,9
Can't Fight This Feeling,REO Speedwagon,spotify:track:5WwqdeavrQrbeAMDxGawse,9
Overkill,Men At Work,spotify:track:0bBVRsBbgnzW8wmdlD7Apq,3
Pretty in Pink,The Psychedelic Furs,spotify:track:1Cl1J4Ai7NkuhLdaDHthTh,9
Wishing Well,Sananda Maitreya,spotify:track:0Hjf7OitONvGHglkCHRExc,3
"I'm Alright - Theme from ""Caddyshack""",Kenny Loggins,spotify:track:7vJnM5FUcOV3xAKJHSSUWj,9
On the Road Again - Live,Willie Nelson,spotify:track:51wQovDO0hf05pkZYvu1GI,1
I Knew You Were Waiting (For Me),George Michael,spotify:track:2XgDgIsVUOt9Lov5G4Wruy,9
I Knew You Were Waiting (For Me),Aretha Franklin,spotify:track:2XgDgIsVUOt9Lov5G4Wruy,9
Saving All My Love for You,Whitney Houston,spotify:track:44PrZkKrhVakshAlc48zrF,4
Eternal Flame,The Bangles,spotify:track:5MoDQWMDMaAGDEiWsJfeCi,4
Tainted Love,Soft Cell,spotify:track:58E1XVmZTODC67YNjneuXM,1
You Wreck Me,Tom Petty,spotify:track:0YkbYk24ODhuewb79zZZzM,9
Smooth (feat. Rob Thomas),Santana,spotify:track:0n2SEXB2qoRQg171q7XqeW,9
Smooth (feat. Rob Thomas),Rob Thomas,spotify:track:0n2SEXB2qoRQg171q7XqeW,9
Tearin' up My Heart - Radio Edit,*NSYNC,spotify:track:594M0rqYMOo8BhMGEdoi5C,9
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,spotify:track:5eYwDBLucWfWI5KsV7oYX2,0
No Scrubs,TLC,spotify:track:1KGi9sZVMeszgZOWivFpxs,3
Learn to Fly,Foo Fighters,spotify:track:0mWiuXuLAJ3Brin3Or2x6v,3
Genie in a Bottle,Christina Aguilera,spotify:track:6onLnWywmbSnXDFPVY1mM6,0
...Baby One More Time,Britney Spears,spotify:track:7EFVJfuaqhIIvzNHZpEpth,1
You Don't Know How It Feels,Tom Petty,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,9
"Jumpin', Jumpin'",Destiny's Child,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,9
Learning To Fly,Tom Petty and the Heartbreakers,spotify:track:17S4XrLvF5jlGvGCJHgF51,9
I Want It That Way,Backstreet Boys,spotify:track:7v0kHF6tXT8ekVrJAbxpph,3
Butterfly,Crazy Town,spotify:track:4BggEwLhGfrbrl7JBhC8EC,3
Torn,Natalie Imbruglia,spotify:track:0KDaN0HL3TcJVTbXlQCEsS,1
Mambo No. 5 (A Little Bit of...),Lou Bega,spotify:track:7jQBORjiir0pNSKGaHevq9,8
Wannabe,Spice Girls,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,9
Gettin' Jiggy Wit It,Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,9
Black or White - Single Version,Michael Jackson,spotify:track:2Cy7QY8HPLk925AyNAt6OG,9
Fantasy,Mariah Carey,spotify:track:6xkryXuiZU360Lngd4sx13,9
Drive,Incubus,spotify:track:7ofK94kTTBZZ5rdZiO1Isu,3
My Own Worst Enemy,Lit,spotify:track:33iv3wnGMrrDugd7GBso1z,9
I Try,Macy Gray,spotify:track:6rvYf9JxdVpMdIiEbsbsBL,0
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,spotify:track:2WjM5cxN10uHaNqh6OLkMv,3
I Want You Back - Radio Edit,*NSYNC,spotify:track:5AmRtvaQgLmZ7CxOxABq4Y,3
If You Had My Love,Jennifer Lopez,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,3
Meet Virginia,Train,spotify:track:4ocbH5ZJqajZIpUrqRUoue,9
Everlong,Foo Fighters,spotify:track:07q6QTQXyPRCf7GbLakRPr,3
Say My Name,Destiny's Child,spotify:track:7H6ev70Weq6DdpZyyTmUXk,3
Killing Me Softly With His Song,Fugees,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,1
Killing Me Softly With His Song,Ms. Lauryn Hill,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,1
What a Girl Wants,Christina Aguilera,spotify:track:2iIg5LCp81QGEpnAFDT8V4,0
She's so High,Tal Bachman,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,9
(You Drive Me) Crazy,Britney Spears,spotify:track:1DSJNBNhGZCigg9ll5VeZv,3
You Gotta Be,Des'ree,spotify:track:6CU0zWIWVTEnmWpSjVHM93,9
Quit Playing Games (With My Heart),Backstreet Boys,spotify:track:10TwZnDyL3tfpwBV85Wevs,3
Virtual Insanity - Remastered,Jamiroquai,spotify:track:3rpeUtH3p22qBhJRpKxrW6,0
Always Be My Baby,Mariah Carey,spotify:track:1pMjdk4KxtiCcbRutDYtwv,2
"Men In Black - From ""Men In Black"" Soundtrack",Will Smith,spotify:track:2FK7fxjzQEXD7Z32HSF0Hl,3
Inside Out,Eve 6,spotify:track:4GiVcDqNQI0fc0yYuRGH9m,9
Save Tonight,Eagle-Eye Cherry,spotify:track:6j9ni7NsraofsDmYqIlEdr,9
Oops!...I Did It Again,Britney Spears,spotify:track:6naxalmIoLFWR0siv8dnQQ,3
Livin' la Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,3
Basket Case,Green Day,spotify:track:6L89mwZXSOwYl76YXfX13s,9
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,spotify:track:225xvV8r1yKMHErSWivnow,9
Runaway Train (2022 Remaster),Soul Asylum,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,9
Last Kiss,Pearl Jam,spotify:track:0QnONzv3TvHAWk294h6DaQ,9
Maria Maria (feat. The Product G&B),Santana,spotify:track:3XKIUb7HzIF1Vu9usunMzc,9
Maria Maria (feat. The Product G&B),The Product G&B,spotify:track:3XKIUb7HzIF1Vu9usunMzc,9
Show Me Love - Radio Version,Robyn,spotify:track:6SluaPiV04KOaRTOIScoff,3
Shimmer,Fuel,spotify:track:6DzbmjkVZpz1mrDobAoJI8,9
Miami,Will Smith,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,9
Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,spotify:track:0YfNXMKlh46m6aAhHOrmls,9
Thank You,Dido,spotify:track:751gBcu62kORDelX7FV0mM,3
You Make Me Wanna...,USHER,spotify:track:3045fb9YLKYjlRq8398U3G,3
Truly Madly Deeply,Savage Garden,spotify:track:7xUVverKyPPPAW3sDqXhfi,9
"Independent Women, Pt. 1",Destiny's Child,spotify:track:5EDUIiDf1Sp6nVnmCMRxa2,8
Creep,TLC,spotify:track:1aWV3uY3SIEZVbmv45oFWS,3
Never There,CAKE,spotify:track:7aKWgpecgLEqisWcXPElDl,3
Insane in the Brain,Cypress Hill,spotify:track:1oTHteQbmJw15rPxPVXUTv,9
Pony,Ginuwine,spotify:track:6mz1fBdKATx6qP4oP1I65G,3
Ready or Not,Fugees,spotify:track:3vZO25GdYuqFrR1kzZADnp,8
Ready or Not,Ms. Lauryn Hill,spotify:track:3vZO25GdYuqFrR1kzZADnp,8
Ready or Not,Wyclef Jean,spotify:track:3vZO25GdYuqFrR1kzZADnp,8
Ready or Not,Pras,spotify:track:3vZO25GdYuqFrR1kzZADnp,8
I Will Always Love You - Film Version,Whitney Houston,spotify:track:6XQz4HwNIQZ652JFa7putY,2
Remember the Time,Michael Jackson,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,3
Freedom! '90 - Edit,George Michael,spotify:track:0YuqaTaX6wdAI3mSR6LPQt,9
Are You Jimmy Ray?,Jimmy Ray,spotify:track:6VWFrHAnLDyNUEJbJvpkZA,3
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Pras,spotify:track:31bf9SEOppLU6lQ85d8om6,9
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Ol' Dirty Bastard,spotify:track:31bf9SEOppLU6lQ85d8om6,9
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Mýa,spotify:track:31bf9SEOppLU6lQ85d8om6,9
Steal My Sunshine,LEN,spotify:track:4agp6oHofabdUedr0B1krj,8
"Bills, Bills, Bills",Destiny's Child,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,3
Sometimes,Britney Spears,spotify:track:1UI0l2L66HJ9AtoEOlHzv4,9
Summer Girls,LFO,spotify:track:7uYroF9RRrhRJBrigRvB6H,9
Semi-Charmed Life - 2006 Remaster,Third Eye Blind,spotify:track:52y59AQ0HkwcxSnYrfnv5Q,9
Waiting for Tonight,Jennifer Lopez,spotify:track:5jOvmh1DYmaiBPETL6HCRY,3
We Didn't Start the Fire,Billy Joel,spotify:track:3Cx4yrFaX8CeHwBMReOWXI,9
Unpretty,TLC,spotify:track:0BUoLE4o9eVahDHvTqak67,9
My Boo - Hitman's Club Mix,Ghost Town DJs,spotify:track:2OawRn0NvWkStuemgdae4i,3
Un-Break My Heart,Toni Braxton,spotify:track:5kSexWiBGosdZEP9ZrnMxw,2
Walking on Broken Glass,Annie Lennox,spotify:track:4CcSw8wQAHYf4XNckayPoc,9
The Sign,Ace of Base,spotify:track:68C7Q9IW70v5uaXSXyWVm3,3
Daughter - Remastered,Pearl Jam,spotify:track:53eJFr4Mfbw5PXJ01K6cFw,9
Hero,Mariah Carey,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,2
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,spotify:track:6yw2pmCVpIwnyEnqdEuAaT,4
Don't Speak,No Doubt,spotify:track:6urCAbunOQI4bLhmGpX7iS,3
Little Miss Can't Be Wrong,Spin Doctors,spotify:track:1uCqIhOePc6hDMG2ijk8sp,9
Santeria,Sublime,spotify:track:6cJqlSO19vsfCsH1FeFI35,3
No Diggity,Blackstreet,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,8
No Diggity,Dr. Dre,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,8
No Diggity,Queen Pen,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,8
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,spotify:track:65GZzBP1qyk4zH7c8RIJYD,0
Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,spotify:track:3QRM0qZB7oMYavveH0iEqx,8
Here Comes the Hotstepper - Heartical Mix,Salaam Remi,spotify:track:3QRM0qZB7oMYavveH0iEqx,8
The River of Dreams,Billy Joel,spotify:track:30qVCFYKBtAENjTIBA8FPZ,9
As Long as You Love Me,Backstreet Boys,spotify:track:00WvmRXTkPBZNhhRK3xfdy,9
You Get What You Give,New Radicals,spotify:track:1Cwsd5xI8CajJz795oy4XF,9
My Name Is,Eminem,spotify:track:66LCa77E7ux7S6oT0YfRBn,8
Killing In The Name,Rage Against The Machine,spotify:track:59WN2psjkt1tyaxjspN8fp,8
All I Wanna Do,Sheryl Crow,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,9
Smells Like Teen Spirit,Nirvana,spotify:track:5ghIJDpPoe3CfHMGu71E6T,9
Back & Forth,Aaliyah,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,9
Lovefool - Radio Edit,The Cardigans,spotify:track:0u4htORODiTK9vHVA89MQX,0
I Knew I Loved You,Savage Garden,spotify:track:68K0qD0VDqdm0eWXsGqnvM,9
MMMBop,Hanson,spotify:track:3fX2kaZoKVFeqaE1BowEiX,0
Man! I Feel Like A Woman!,Shania Twain,spotify:track:6Agiwgwq5BtflpNynGYsUv,0
The Freshmen,The Verve Pipe,spotify:track:21jEuMn2lf37715rwjow2M,3
Criminal,Fiona Apple,spotify:track:516f6F9Zd3AbWJnFHwtDF9,3
Everything You Want,Vertical Horizon,spotify:track:4cKGldbhGJniI8BrB3K6tb,3
Tubthumping,Chumbawamba,spotify:track:5YScXJKtefsgdskIy60N7A,1
Pardon Me,Incubus,spotify:track:1Y13csEpu3TK5gQdzGLrd8,3
The Distance,CAKE,spotify:track:0xMEF2WiqKWTIG7Krjungw,3
Groove Is in the Heart,Deee-Lite,spotify:track:2UVLuddklEVak5PXgC7baA,3
Here With Me,Dido,spotify:track:5kj1AhJxSUums4ddBEaMhT,3
Building a Mystery,Sarah McLachlan,spotify:track:3ozomn4PrGEKEuusxX2HpC,9
Wonderwall - Remastered,Oasis,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,0
My Hero,Foo Fighters,spotify:track:4dVbhS6OiYvFikshyaQaCN,9
Sex & Candy,Marcy Playground,spotify:track:5mkGfmJGFZpwK9nA5amOhv,9
Mmm Mmm Mmm Mmm,Crash Test Dummies,spotify:track:76nvqWPFucUra1xCkN1tnD,9
I Want You,Savage Garden,spotify:track:7g1Obgz4J6OPeLhh18pS7A,9
Even Flow,Pearl Jam,spotify:track:7A9r5ZkRVuBPzjzY2CGYfS,9
Gone Till November (feat. The New York Philharmonic Orchestra),Wyclef Jean,spotify:track:6Gd123r71KDdpH8JRdYvrh,9
Gone Till November (feat. The New York Philharmonic Orchestra),New York Philharmonic,spotify:track:6Gd123r71KDdpH8JRdYvrh,9
One Week,Barenaked Ladies,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,0
Mr. Jones,Counting Crows,spotify:track:5DiXcVovI0FcY2s0icWWUu,9
Sunny Came Home,Shawn Colvin,spotify:track:4mOxpj82q6n3EO7HBZCelX,3
Streets of Philadelphia,Bruce Springsteen,spotify:track:33PYfsUghmJi6rcKCfJ7my,2
Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,spotify:track:3kG2YgxjYnnPBlo7H08Xt3,3
Mo Money Mo Problems (feat. Mase & Puff Daddy),Mase & Puff Daddy,spotify:track:3kG2YgxjYnnPBlo7H08Xt3,3
Push,Matchbox Twenty,spotify:track:2KVwlelhxKUy8LVV6JypH3,9
What Is Love,Haddaway,spotify:track:4v6jydWBTAIqnyPVNyOAdc,3
Girlfriend,Matthew Sweet,spotify:track:338gPBomyqx33wfeF1AGOd,9
Stay,Lisa Loeb & Nine Stories,spotify:track:0jlgrHvssAloyAidZ1aJzs,0
I Have Nothing - Film Version,Whitney Houston,spotify:track:76puoNshqjAAocKl5KbmpQ,4
Crash into Me,Dave Matthews Band,spotify:track:1HL3yEnYq8LEyFQ3QegA5V,9
Innocent,Our Lady Peace,spotify:track:74JZNZYpj7lXWpV0b6rhGQ,0
Loser,Beck,spotify:track:5NTZM8YYeKM2YsGSffVIge,3
Award Tour (feat. Trugoy The Dove),A Tribe Called Quest,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,8
Award Tour (feat. Trugoy The Dove),Trugoy The Dove,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,8
Cherry Pie,Warrant,spotify:track:7LygtNjQ65PSdzVjUnHXQb,9
Baby Got Back,Sir Mix-A-Lot,spotify:track:4vvOv6MDFFPpEb1gwwb2ZD,8
Lullaby,Shawn Mullins,spotify:track:5sMUwUR3JI2woCOrNbizUt,9
Tomorrow,Silverchair,spotify:track:24tO365YW6lcZr1hN4Ukzj,4
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,spotify:track:215CQxt51QFSSjh56Q9cOH,0
Angel,Sarah McLachlan,spotify:track:3xZMPZQYETEn4hjor3TR1A,4
Closing Time,Semisonic,spotify:track:1A5V1sxyCLpKJezp75tUXn,9
Learn to Fly,Foo Fighters,spotify:track:5OQsiBsky2k2kDKy2bX2eT,9
Drive,Incubus,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,3
Even Flow,Pearl Jam,spotify:track:6QewNVIDKdSl8Y3ycuHIei,3
Two Princes,Spin Doctors,spotify:track:0cuq829zRNq4AEdmDJA4aw,9
Shimmer,Fuel,spotify:track:74KI6d8jEM2zwOAo3luayU,3
Down,311,spotify:track:0HDaKOlVAfUWXdFR2RhBtN,3
Like a Stone,Audioslave,spotify:track:3YuaBvuZqcwN3CEAyyoaei,3
The Distance,CAKE,spotify:track:0fsz7tJ7UKXT9hliLfO7aE,3
Everlong,Foo Fighters,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,3
Black Hole Sun,Soundgarden,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,9
Would?,Alice In Chains,spotify:track:3oZKgn93EKPxLp2kRY2KRR,0
Superman,Goldfinger,spotify:track:4X3qGigyU6ARi3HP4lWD95,9
Pretty Fly (For a White Guy),The Offspring,spotify:track:15HadeuRG9THazDGzLH8ZU,3
Freak On a Leash,Korn,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,9
Nearly Lost You,Screaming Trees,spotify:track:5lqvKus0CohDfnFKrpR2DY,0
Buddy Holly,Weezer,spotify:track:7GptbanebPZYkLPvjNfd6m,0
All I Want,Toad The Wet Sprocket,spotify:track:2GHYJ0dhVds3PODKnTdiGE,9
Semi-Charmed Life,Third Eye Blind,spotify:track:42et6fnHCw1HIPSrdPprMl,9
I Miss You,Incubus,spotify:track:0ZVorBFSmsJBE0pczFzIvk,4
All Mixed Up,311,spotify:track:18ZOH3KKu5Elt5ysocFyX4,3
Lump,The Presidents Of The United States Of America,spotify:track:2JdzB67NvIa90K4gEZPLeX,0
Save Tonight,Eagle-Eye Cherry,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,9
Bulls On Parade,Rage Against The Machine,spotify:track:0tZ3mElWcr74OOhKEiNz1x,1
The Kids Aren't Alright,The Offspring,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,0
Plowed,Sponge,spotify:track:3vaONhSGEscyYeYoGpMLW4,9
Superman's Dead,Our Lady Peace,spotify:track:1612JQ4JxS8bm5ky53N3bH,9
Just A Girl,No Doubt,spotify:track:5lWRaa0fBxDE5yU91npPq7,9
What I Got,Sublime,spotify:track:3oVSsJXNADnYAnZWiEWFJH,0
Here In Your Bedroom,Goldfinger,spotify:track:0e0qRLVKIW1JNkLZg14bQF,9
Interstate Love Song,Stone Temple Pilots,spotify:track:1AfYo6cKm3yHsJHdmNoGO1,0
No Excuses,Alice In Chains,spotify:track:5s7tg13b0zcD8xvuQYrMNG,0
No Rain - Remastered 2002,Blind Melon,spotify:track:4ptSL1o2pRgNvrC4wsN1Pl,9
Short Skirt / Long Jacket,CAKE,spotify:track:3OOFEF20WqtsUPcRbPY3L7,9
Volcano,The Presidents Of The United States Of America,spotify:track:09JxX9P3dqSl0I3lDGrTie,9
Got the Life,Korn,spotify:track:6nJPHXRpKYv2yqtalEjKy5,6
Monkey Wrench,Foo Fighters,spotify:track:44wXefe8WB9Fd6xwtmAwbR,9
Clumsy,Our Lady Peace,spotify:track:5IOUNrN8E37eLGdLNRr9aC,9
The Way,Fastball,spotify:track:7IsEXPk6qqt30FfQv4SZMa,3
1979,The Smashing Pumpkins,spotify:track:5KRRcT67VNIZUygEbMoIC1,0
Jeremy,Pearl Jam,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,9
Amber,311,spotify:track:51UtgWS4z1eMPuLQOzPtNH,3
When I Come Around,Green Day,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,9
Alive,Pearl Jam,spotify:track:1L94M3KIu7QluZe63g64rv,3
Here's to the Night,Eve 6,spotify:track:4tgeQrPu5xkrnwErym2JsJ,9
Somebody to Shove (2022 Remaster),Soul Asylum,spotify:track:41TVMXb9THdtTlo2KojUDe,9
Only Happy When It Rains,Garbage,spotify:track:7HIhaJ1F7Nc3lQcyDb38fA,3
Man in the Box,Alice In Chains,spotify:track:6gZVQvQZOFpzIy3HblJ20F,9
Walk On The Ocean,Toad The Wet Sprocket,spotify:track:6DfvtrAhkXb6ruEaTGdA8r,4
Loser,Beck,spotify:track:5PntSbMHC1ud6Vvl8x56qd,9
99 Red Balloons,Goldfinger,spotify:track:5IXeOf1hqORwp8b6c1Asqa,9
Pure Massacre,Silverchair,spotify:track:7qCIP5KHYy9HuXbEEWzmC7,3
Clean My Wounds,Corrosion Of Conformity,spotify:track:6g48vpikqU2atsrDXdGzKo,9
Seasons,Chris Cornell,spotify:track:5fuxkBTKB1ZlYI3ia2HnLz,2
Chop Suey!,System Of A Down,spotify:track:2DlHlPMa4M17kufBvI2lEN,3
Teenage Dirtbag,Wheatus,spotify:track:3LI4MmibTkXH5cGpCGZgyw,9
Absolutely (Story of a Girl) - Radio Mix,Nine Days,spotify:track:3mNecsYFb6LQg7822DPXCP,9
Santa Monica,Everclear,spotify:track:37EJtTS7jT5WUyXGZzrwnI,9
Breakout,Foo Fighters,spotify:track:2kh0u2d2YKQ7BCqeLPdHk6,3
Brick,Ben Folds Five,spotify:track:4jKq1e80xAYixkIwt6YyV1,2
Cut You In,Jerry Cantrell,spotify:track:0ecuZefr04QYl0cGpT53Nz,9
There She Goes,The Boo Radleys,spotify:track:49NL7CMHXugSn72znOA5Nd,9
Innocent,Our Lady Peace,spotify:track:00wrX4c19o3QWj4JmPAX2D,0
Wonderwall,Oasis,spotify:track:7JrUo70YjhU4S7flcJtK0k,0
Blue Sky Mine - Remastered,Midnight Oil,spotify:track:64eZ2hy7R21VDPgzeQrb9q,9
Everything Falls Apart,Dog's Eye View,spotify:track:4l1W5SkH8EJJ9RQEq6UFMW,9
Show Me How to Live,Audioslave,spotify:track:1Qdnvn4XlmZANCVy3XjrQo,9
Hemorrhage (In My Hands),Fuel,spotify:track:1sjrDQXqAa9V07FjKIlAQ4,9
Closing Time,Semisonic,spotify:track:087OBLtoeS3Q6j0k6tMNAI,0
Interstate Love Song,Stone Temple Pilots,spotify:track:600s08VdbjiyAjDGDjYSFI,9
Even Flow,Pearl Jam,spotify:track:7vPnlEkCGmYx2Eier8YBwc,3
Cumbersome,Seven Mary Three,spotify:track:6u1yKoh00WaoSpNp46RzKF,9
Far Behind,Candlebox,spotify:track:1t1NX1DJQDcmZA0lvCnFjC,9
Plush - Acoustic,Stone Temple Pilots,spotify:track:3ftHrCjsTUPLgI48m67byk,1
Right Now,Van Halen,spotify:track:6N1sNzq3CArC1pMSaZTxaT,9
Doubleback,ZZ Top,spotify:track:57JtOe7GSDOWbIB71EOCNj,9
Enter Sandman - Live,Metallica,spotify:track:5zinAGcI5aZ63vmqIrUXkj,1
Blue on Black,Kenny Wayne Shepherd,spotify:track:7GRq9NUgqhxPGUUksX02fk,9
Coming of Age,Damn Yankees,spotify:track:1VMqkvlOqaH0HP0nsj1bx5,1
Suicide Blonde,INXS,spotify:track:3DPyS3odFIWQ3E2IFqHEdG,9
Sex Type Thing - Demo,Stone Temple Pilots,spotify:track:6p4041ml7oQ7gGCJqY0gl5,6
Losing My Religion,R.E.M.,spotify:track:31AOj9sFz2gM0O3hMARRBx,3
Outshined,Soundgarden,spotify:track:3t365tTYiwszqaXZb2LajN,4
Walk,Pantera,spotify:track:7fcfNW0XxTWlwVlftzfDOR,3
Machinehead,Bush,spotify:track:1Z5LCXu5Ca3sHAy6OdUrBT,4
Shine,Collective Soul,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,0
Tahitian Moon,Porno for Pyros,spotify:track:3DwzYRgOgojl0EcdOaJLYr,9
Holy Water,Bad Company,spotify:track:6mrN5zMwHh391zfSKgSChr,9
Pretend We're Dead,L7,spotify:track:3z5ggGtcs4t8pizW521gW9,9
The Man Who Sold The World - Live & Loud,Nirvana,spotify:track:6wbuQr8VIbgXHXp1hedMkD,1
Creep,Stone Temple Pilots,spotify:track:0elH6ukMGLyCHJavHutEza,3
My Own Summer (Shove It),Deftones,spotify:track:1158ckiB5S4cpsdYHDB9IF,9
Head Like a Hole,Nine Inch Nails,spotify:track:60ig0jG8TkhAwfDRUbP6Eo,1
More Human Than Human,White Zombie,spotify:track:1uEuVi8nSI6Y2VzJj6DoDd,0
"Hey Man, Nice Shot - Remastered Version",Filter,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,6
Name,The Goo Goo Dolls,spotify:track:1G8jae4jD8mwkXdodqHsBM,9
Heart-Shaped Box,Nirvana,spotify:track:11LmqTE2naFULdEP94AUBa,9
Been Caught Stealing,Jane's Addiction,spotify:track:4Qievb8Mqy0qxdLNVl02zt,9
Man in the Box,Alice In Chains,spotify:track:6PvpKM4BW48ic8cbM4Vxcg,9
Black Velvet,Alannah Myles,spotify:track:1KU5EHSz04JhGg3rReGJ0N,9
Poundcake,Van Halen,spotify:track:0kegYC78JtbNsw6n51unh0,9
Dreamline - 2004 Remaster,Rush,spotify:track:1hM2HXmeYuEe1VTf0O1IFU,9
Heavy Fuel,Dire Straits,spotify:track:5rEEkF2wZsHfFHTaEknuji,9
Big Gun,AC/DC,spotify:track:7zjzu90Q4mtNNaE9Ol9Zbv,9
